commune,emi.pol2012.nox,emi.pol2010.nox,emi.pol2012.pm10,emi.pol2010.pm10,emi.pol2012.cov,emi.pol2010.cov
30141,358919.55856644036,358432.55856644,717839.117132881,717839.117132881,358919.55856644,716865.117132881
30142,8753.393140297578,9105.3931402976,17506.7862805952,35013.5725611903,8753.3931402976,9105.3931402976
30143,3793.962641920207,3871.9626419202,3793.9626419202,7587.9252838404,1896.9813209601,7743.9252838404
30144,1955.7150150389998,1980.715015039,1955.715015039,1955.715015039,1955.715015039,3961.430030078
30145,105245.66224694389,104817.662246944,210491.324493888,420982.648987776,52622.831123472,104817.662246944
30146,10939.151740270749,11274.1517402707,10939.1517402708,21878.3034805415,10939.1517402708,11274.1517402707
30147,9394.549189565429,9369.5491895654,9394.5491895654,9394.5491895654,18789.0983791309,9369.5491895654
30148,6196.918600072713,6363.9186000727,6196.9186000727,12393.8372001454,6196.9186000727,12727.8372001454
30149,2356.4127718970003,2004.412771897,4712.825543794,4712.825543794,2356.412771897,2004.412771897
30150,3075.63078584,2859.63078584,6151.26157168,6151.26157168,6151.26157168,5719.26157168
30151,12420.00253255735,12486.0025325574,24840.0050651147,49680.0101302294,6210.0012662787,12486.0025325574
30152,19030.659958868087,18886.6599588681,38061.3199177362,38061.3199177362,19030.6599588681,37773.3199177362
30153,1335.4065230750764,1753.4065230751,1335.4065230751,1335.4065230751,2670.8130461502,3506.8130461502
30154,923.7596387300001,883.75963873,1847.51927746,1847.51927746,923.75963873,883.75963873
30155,58360.4596847975,58301.4596847975,116720.919369595,233441.83873919,58360.4596847975,116602.919369595
30156,211031.91281338688,211283.912813387,211031.912813387,422063.825626774,105515.956406693,211283.912813387
30157,246.06457724199998,86.064577242,246.064577242,246.064577242,492.129154484,86.064577242
30158,1455.6219737029996,1357.621973703,2911.243947406,5822.487894812,1455.621973703,1357.621973703
30159,5622.121450948963,5587.121450949,11244.2429018979,11244.2429018979,5622.121450949,5587.121450949
30160,7941.516891433132,8270.5168914331,15883.0337828663,15883.0337828663,7941.5168914331,16541.0337828663
30161,3127.303351095336,3043.3033510953,3127.3033510953,6254.6067021907,1563.6516755477,3043.3033510953
30162,5436.4546296846,5383.4546296846,5436.4546296846,5436.4546296846,10872.9092593692,10766.9092593692
30163,1015.088726222,796.088726222,2030.177452444,2030.177452444,1015.088726222,796.088726222
30164,700.685101238,879.685101238,1401.370202476,2802.740404952,700.685101238,879.685101238
30165,8871.387320046908,8897.3873200469,8871.3873200469,8871.3873200469,17742.7746400938,8897.3873200469
30166,13129.584442843574,13229.5844428436,13129.5844428436,26259.1688856871,6564.7922214218,13229.5844428436
30167,10767.901767767658,11195.9017677677,21535.8035355353,43071.6070710706,5383.9508838838,22391.8035355353
30168,877.4664412589999,1236.466441259,1754.932882518,1754.932882518,1754.932882518,2472.932882518
30169,199960.3465769892,199790.346576989,199960.346576989,199960.346576989,399920.693153978,199790.346576989
30170,6220.3535888590395,5851.353588859,12440.7071777181,24881.4143554362,3110.1767944295,11702.7071777181
30171,5278.719069698551,5304.7190696986,10557.4381393971,21114.8762787942,5278.7190696986,10609.4381393971
30172,2689.6105164920004,2533.610516492,2689.610516492,5379.221032984,2689.610516492,2533.610516492
30173,11729.634940693068,12212.6349406931,23459.2698813861,46918.5397627723,5864.8174703465,12212.6349406931
30174,9519.383689758477,9122.3836897585,9519.3836897585,9519.3836897585,9519.3836897585,9122.3836897585
30175,7464.989677413374,7833.9896774134,7464.9896774134,14929.9793548267,3732.4948387067,15667.9793548267
30176,1381.017219069,936.017219069,2762.034438138,2762.034438138,1381.017219069,936.017219069
30177,9684.644405495816,10123.6444054958,9684.6444054958,19369.2888109916,4842.3222027479,20247.2888109916
30178,6079.100011085523,5923.1000110855,6079.1000110855,12158.200022171,6079.1000110855,11846.200022171
30179,14323.495791194757,14545.4957911948,28646.9915823895,57293.983164779,7161.7478955974,29090.9915823895
30180,2481.022679128487,2068.0226791285,2481.0226791285,2481.0226791285,2481.0226791285,4136.045358257
30181,7957.713210841563,8086.7132108416,7957.7132108416,7957.7132108416,15915.4264216831,16173.4264216831
30182,9395.863878406939,9183.8638784069,18791.7277568139,37583.4555136278,9395.8638784069,9183.8638784069
30183,3506.5153739996967,3449.5153739997,7013.0307479994,7013.0307479994,3506.5153739997,6899.0307479994
30184,9033.600714647546,9079.6007146476,9033.6007146476,9033.6007146476,9033.6007146476,9079.6007146476
30185,57583.41657618218,57831.4165761822,57583.4165761822,57583.4165761822,115166.833152364,115662.833152364
30186,7928.472060481311,8312.4720604813,15856.9441209626,15856.9441209626,7928.4720604813,8312.4720604813
30187,2137.606692773,1935.606692773,4275.213385546,8550.426771092,1068.8033463865,3871.213385546
30188,12776.049906995295,12363.0499069953,25552.0998139906,25552.0998139906,25552.0998139906,24726.0998139906
30189,1727035.9711591166,1726821.97115912,1727035.97115912,1727035.97115912,3454071.94231823,1726821.97115912
30190,1925.167562097127,2188.1675620971,3850.3351241943,7700.6702483885,1925.1675620971,4376.3351241943
30191,22297.501779448252,22714.5017794483,44595.0035588965,44595.0035588965,44595.0035588965,45429.0035588965
30192,10644.6982011164,10847.6982011164,21289.3964022328,21289.3964022328,21289.3964022328,10847.6982011164
30193,8682.113938644148,8392.1139386442,8682.1139386442,8682.1139386442,8682.1139386442,8392.1139386442
30194,620.122717442,317.122717442,620.122717442,620.122717442,1240.245434884,634.245434884
30195,866.6594439193079,747.6594439193,866.6594439193,866.6594439193,1733.3188878386,1495.3188878386
30196,975.8349801,1211.8349801,975.8349801,975.8349801,975.8349801,2423.6699602
30197,10512.446340527205,10810.4463405272,21024.8926810544,21024.8926810544,10512.4463405272,10810.4463405272
30198,1133.0780744869999,942.078074487,1133.078074487,1133.078074487,2266.156148974,942.078074487
30199,475.03436317100005,569.034363171,950.068726342,1900.137452684,237.5171815855,569.034363171
30200,7021.616167191709,6648.6161671917,14043.2323343834,14043.2323343834,14043.2323343834,13297.2323343834
30201,4534.686372734846,4475.6863727349,4534.6863727349,4534.6863727349,4534.6863727349,4475.6863727349
30202,48565.12881350835,48185.1288135084,97130.2576270167,194260.515254033,48565.1288135084,48185.1288135084
30203,6574.077803714545,6546.0778037146,6574.0778037146,13148.1556074291,6574.0778037146,13092.1556074291
30204,1521.90960412,1445.90960412,3043.81920824,6087.63841648,760.95480206,1445.90960412
30205,2214.1626954139997,1938.162695414,4428.325390828,4428.325390828,2214.162695414,1938.162695414
30206,16660.498324862914,16501.4983248629,16660.4983248629,33320.9966497258,16660.4983248629,33002.9966497258
30207,14128.42968482929,14107.4296848293,14128.4296848293,14128.4296848293,28256.8593696586,28214.8593696586
30208,1351.2692342500002,1013.26923425,1351.26923425,1351.26923425,1351.26923425,1013.26923425
30209,36563.85594740146,36748.8559474015,73127.7118948029,146255.423789606,36563.8559474015,36748.8559474015
30210,17936.461762115232,17637.4617621152,17936.4617621152,17936.4617621152,35872.9235242305,17637.4617621152
30211,31291.55528542224,31040.5552854222,31291.5552854222,62583.1105708445,31291.5552854222,62081.1105708445
30212,36529.58562957563,36343.5856295756,36529.5856295756,73059.1712591513,18264.7928147878,72687.1712591513
30213,292.81124961439997,281.8112496144,585.6224992288,1171.2449984576,146.4056248072,563.6224992288
30214,14554.100356696994,14747.100356697,29108.200713394,58216.401426788,14554.100356697,14747.100356697
30215,1122.520510499,1482.520510499,2245.041020998,4490.082041996,1122.520510499,1482.520510499
30216,1861.877602204678,1597.8776022047,1861.8776022047,3723.7552044094,930.9388011023,1597.8776022047
30217,131788.15625546893,131864.156255469,131788.156255469,131788.156255469,131788.156255469,263728.312510938
30218,6361.104494231623,6067.1044942316,6361.1044942316,12722.2089884632,3180.5522471158,12134.2089884632
30219,3632.270050382442,4117.2700503825,3632.2700503825,7264.5401007649,3632.2700503825,8234.5401007649
30220,3007.6906639930285,3028.690663993,6015.3813279861,6015.3813279861,6015.3813279861,6057.3813279861
30221,226186.45626279665,225867.456262797,226186.456262797,452372.912525593,226186.456262797,225867.456262797
30222,2001.0420263483734,2139.0420263484,4002.0840526968,4002.0840526968,4002.0840526968,2139.0420263484
30223,36453.40651047223,36915.4065104722,72906.8130209445,145813.626041889,36453.4065104722,36915.4065104722
30224,2040.3787436983616,1851.3787436984,2040.3787436984,4080.7574873967,1020.1893718492,3702.7574873967
30225,31781.78382051162,31546.7838205116,31781.7838205116,63563.5676410232,31781.7838205116,31546.7838205116
30226,27251.884156556876,26847.8841565569,54503.7683131138,109007.536626228,13625.9420782784,26847.8841565569
30227,21731.349531955788,21436.3495319558,21731.3495319558,21731.3495319558,21731.3495319558,42872.6990639116
30228,15313.85555110254,15391.8555511025,30627.7111022051,61255.4222044102,15313.8555511025,30783.7111022051
30229,7630.575300659955,7674.57530066,7630.57530066,7630.57530066,7630.57530066,7674.57530066
30230,4833.344687295494,4669.3446872955,4833.3446872955,4833.3446872955,4833.3446872955,4669.3446872955
30231,4398.942178805617,4510.9421788056,8797.8843576112,8797.8843576112,4398.9421788056,4510.9421788056
30232,4734.411284109861,4987.4112841099,4734.4112841099,4734.4112841099,9468.8225682197,4987.4112841099
30233,4756.425630090616,4834.4256300906,9512.8512601812,19025.7025203625,2378.2128150453,4834.4256300906
30234,2960.7566224670004,3182.756622467,5921.513244934,11843.026489868,1480.3783112335,6365.513244934
30235,12310.134536937006,12168.134536937,12310.134536937,24620.269073874,6155.0672684685,24336.269073874
30236,563.6210733629999,824.621073363,1127.242146726,1127.242146726,1127.242146726,824.621073363
30237,11792.90679844981,12182.9067984498,11792.9067984498,23585.8135968996,11792.9067984498,24365.8135968996
30238,323.56225165099994,236.562251651,323.562251651,323.562251651,647.124503302,236.562251651
30239,7910.645134296464,7887.6451342965,15821.2902685929,15821.2902685929,7910.6451342965,15775.2902685929
30240,4563.859340038,4409.859340038,9127.718680076,9127.718680076,4563.859340038,8819.718680076
30241,5716.903997838886,6082.9039978389,11433.8079956778,11433.8079956778,5716.9039978389,12165.8079956778
30242,861.379639339,752.379639339,861.379639339,1722.759278678,861.379639339,752.379639339
30243,38531.266578518895,38939.2665785189,38531.2665785189,77062.5331570378,38531.2665785189,77878.5331570378
30244,1785.2273911243076,2146.2273911243,3570.4547822486,7140.9095644972,1785.2273911243,2146.2273911243
30245,14252.31299315297,14642.312993153,28504.6259863059,57009.2519726119,14252.312993153,29284.6259863059
30246,540.944961334,172.944961334,1081.889922668,2163.779845336,540.944961334,345.889922668
30247,2720.5358366855185,2615.5358366855,5441.071673371,5441.071673371,5441.071673371,2615.5358366855
30248,3081.8245898291734,3216.8245898292,3081.8245898292,6163.6491796584,3081.8245898292,3216.8245898292
30249,11520.514622145965,11719.514622146,11520.514622146,11520.514622146,23041.0292442919,23439.0292442919
30250,1061.4702348350002,1327.470234835,2122.94046967,2122.94046967,2122.94046967,1327.470234835
30251,4670.356479184001,5084.356479184,4670.356479184,4670.356479184,9340.712958368,5084.356479184
30252,1067.9912143810002,1092.991214381,1067.991214381,1067.991214381,2135.982428762,2185.982428762
30253,4901.694345923965,5238.694345924,9803.3886918479,9803.3886918479,4901.694345924,5238.694345924
30254,22569.150393960696,22930.1503939607,45138.3007879214,45138.3007879214,22569.1503939607,45860.3007879214
30255,16670.598923791476,16228.5989237915,16670.5989237915,33341.1978475829,16670.5989237915,32457.197847583
30256,11351.873513605504,11529.8735136055,22703.747027211,45407.494054422,11351.8735136055,23059.747027211
30257,96476.86794387668,96023.8679438767,192953.735887753,385907.471775507,96476.8679438767,192047.735887753
30258,244233.10432064522,244412.104320645,488466.20864129,488466.20864129,244233.104320645,244412.104320645
30259,38236.27328254876,38573.2732825488,76472.5465650975,152945.093130195,19118.1366412744,38573.2732825488
30260,3415.204367033,3558.204367033,6830.408734066,13660.817468132,3415.204367033,3558.204367033
30261,4453.269443322146,4576.2694433222,8906.5388866443,8906.5388866443,8906.5388866443,9152.5388866443
30262,3114.500827153597,3125.5008271536,3114.5008271536,6229.0016543072,3114.5008271536,3125.5008271536
30263,19197.225482652568,18944.2254826526,38394.4509653051,38394.4509653051,38394.4509653051,37888.4509653051
30264,2733.473254529,2593.473254529,2733.473254529,2733.473254529,5466.946509058,5186.946509058
30265,928.9581206820001,774.958120682,928.958120682,1857.916241364,928.958120682,774.958120682
30266,8008.665455877515,7883.6654558775,16017.330911755,16017.330911755,16017.330911755,7883.6654558775
30267,4604.058049636091,4262.0580496361,9208.1160992722,18416.2321985444,4604.0580496361,4262.0580496361
30268,4932.716318991411,4756.7163189914,4932.7163189914,4932.7163189914,9865.4326379828,9513.4326379828
30269,12887.730464800145,13249.7304648001,12887.7304648001,12887.7304648001,12887.7304648001,13249.7304648001
30270,1734.82217516,2155.82217516,3469.64435032,6939.28870064,1734.82217516,4311.64435032
30271,2410.036884788643,2150.0368847887,2410.0368847887,2410.0368847887,2410.0368847887,4300.0737695773
30272,11204.926799103932,11268.9267991039,11204.9267991039,11204.9267991039,22409.8535982079,22537.8535982079
30273,8377.007209383146,8007.0072093832,16754.0144187663,33508.0288375326,8377.0072093832,8007.0072093832
30274,16544.93525424059,16482.9352542406,16544.9352542406,33089.8705084812,16544.9352542406,32965.8705084812
30275,5929.392090117824,6375.3920901178,11858.7841802356,11858.7841802356,5929.3920901178,6375.3920901178
30276,52548.03356909412,52914.0335690941,105096.067138188,105096.067138188,105096.067138188,105828.067138188
30277,5061.29935978275,4796.2993597828,10122.5987195655,10122.5987195655,10122.5987195655,9592.5987195655
30278,14289.15192602783,14044.1519260278,14289.1519260278,28578.3038520557,14289.1519260278,14044.1519260278
30279,5980.801216928688,5940.8012169287,5980.8012169287,5980.8012169287,5980.8012169287,5940.8012169287
30280,423.7566258316355,286.7566258316,847.5132516633,1695.0265033266,211.8783129158,286.7566258316
30281,4402.7228727149995,4598.722872715,4402.722872715,8805.44574543,4402.722872715,4598.722872715
30282,13833.001692608259,13913.0016926083,13833.0016926083,27666.0033852165,6916.5008463041,27826.0033852165
30283,627.082930288,962.082930288,1254.165860576,2508.331721152,627.082930288,962.082930288
30284,41320.54318002984,40939.5431800298,82641.0863600597,82641.0863600597,82641.0863600597,81879.0863600597
30285,5862.0172359729995,6166.017235973,11724.034471946,23448.068943892,2931.0086179865,6166.017235973
30286,17453.300328773224,17128.3003287732,17453.3003287732,34906.6006575464,17453.3003287732,17128.3003287732
30287,7372.662662660869,7471.6626626609,14745.3253253217,14745.3253253217,14745.3253253217,7471.6626626609
30288,17582.421799369098,18048.4217993691,17582.4217993691,35164.8435987382,8791.2108996846,36096.8435987382
30289,5091.934321100001,5452.9343211,5091.9343211,5091.9343211,10183.8686422,5452.9343211
30290,9622.749236481082,9922.7492364811,9622.7492364811,19245.4984729622,4811.3746182405,9922.7492364811
30291,778.1267015999999,493.1267016,778.1267016,1556.2534032,389.0633508,493.1267016
30292,3009.795229687,2683.795229687,6019.590459374,12039.180918748,1504.8976148435,2683.795229687
30293,3679.0289482110693,3467.0289482111,7358.0578964221,7358.0578964221,7358.0578964221,6934.0578964221
30294,33852.835827327195,34260.8358273272,67705.6716546544,135411.343309309,33852.8358273272,68521.6716546544
30295,9255.835679474001,8789.835679474,9255.835679474,18511.671358948,4627.917839737,17579.671358948
30296,878.6232600650001,903.623260065,1757.24652013,3514.49304026,878.623260065,903.623260065
30297,4040.6888612135385,4024.6888612135,8081.3777224271,8081.3777224271,4040.6888612135,8049.3777224271
30298,557.4789192,249.4789192,557.4789192,557.4789192,557.4789192,498.9578384
30299,5968.887869432458,6317.8878694325,11937.7757388649,23875.5514777298,5968.8878694325,6317.8878694325
30300,4736.112969899026,4582.112969899,4736.112969899,4736.112969899,9472.2259397981,4582.112969899
30301,678.892946274,291.892946274,1357.785892548,1357.785892548,1357.785892548,583.785892548
30302,6773.543192731999,6361.543192732,13547.086385464,13547.086385464,13547.086385464,6361.543192732
30303,4358.984129901809,4769.9841299018,4358.9841299018,8717.9682598036,2179.4920649509,4769.9841299018
30304,804.538237206,548.538237206,1609.076474412,3218.152948824,804.538237206,1097.076474412
30305,190973.09359507664,191000.093595077,381946.187190153,763892.374380307,190973.093595077,382000.187190153
30306,4785.28835734249,5142.2883573425,9570.576714685,19141.15342937,4785.2883573425,5142.2883573425
30307,19642.531439782848,19252.5314397828,19642.5314397828,19642.5314397828,19642.5314397828,38505.0628795657
30308,9004.149886180094,9266.1498861801,18008.2997723602,18008.2997723602,9004.1498861801,18532.2997723602
30309,1525.6675228124568,1136.6675228125,1525.6675228125,1525.6675228125,3051.3350456249,2273.3350456249
30310,2651.6525166206256,2721.6525166206,5303.3050332413,5303.3050332413,5303.3050332413,2721.6525166206
30311,15956.85854628543,15580.8585462854,15956.8585462854,15956.8585462854,15956.8585462854,31161.7170925709
30312,21558.887039607915,21865.8870396079,43117.7740792158,43117.7740792158,21558.8870396079,43731.7740792158
30313,17519.445337762078,17169.4453377621,35038.8906755242,35038.8906755242,35038.8906755242,34338.8906755242
30314,2676.0286958120005,3136.028695812,2676.028695812,2676.028695812,2676.028695812,3136.028695812
30315,25310.660370324633,25737.6603703246,25310.6603703246,25310.6603703246,50621.3207406493,51475.3207406493
30316,646.3120470709999,1100.312047071,1292.624094142,1292.624094142,646.312047071,2200.624094142
30317,130045.40001265622,129680.400012656,260090.800025312,260090.800025312,260090.800025312,129680.400012656
30318,6446.0373367090815,6471.0373367091,6446.0373367091,12892.0746734182,6446.0373367091,12942.0746734182
30319,8635.88943791015,9055.8894379102,8635.8894379102,17271.7788758203,4317.9447189551,18111.7788758203
30320,10290.256802178825,10787.2568021788,20580.5136043576,20580.5136043576,10290.2568021788,10787.2568021788
30321,22034.966632067968,21858.966632068,22034.966632068,22034.966632068,44069.9332641359,21858.966632068
30322,716.7933690389998,351.793369039,716.793369039,1433.586738078,716.793369039,351.793369039
30323,1084.2917218430002,755.291721843,2168.583443686,4337.166887372,1084.291721843,1510.583443686
30324,3946.362661103678,4059.3626611037,3946.3626611037,7892.7253222074,3946.3626611037,4059.3626611037
30325,6930.664023050676,6473.6640230507,6930.6640230507,13861.3280461014,3465.3320115253,12947.3280461014
30326,92180.66164144556,91885.6616414456,92180.6616414456,184361.323282891,46090.3308207228,91885.6616414456
30327,82.69500018600002,-279.304999814,165.390000372,165.390000372,165.390000372,-558.609999628
30328,15397.51847900304,15424.518479003,15397.518479003,30795.0369580061,15397.518479003,15424.518479003
30329,4842.617933168779,4740.6179331688,4842.6179331688,9685.2358663376,2421.3089665844,4740.6179331688
30330,9520.708221586445,10007.7082215864,9520.7082215865,9520.7082215865,9520.7082215865,20015.4164431729
30331,23090.95278181689,23464.9527818169,23090.9527818169,23090.9527818169,46181.9055636338,46929.9055636338
30332,462.219413515,474.219413515,462.219413515,462.219413515,924.43882703,948.43882703
30333,113341.0624663562,112916.062466356,113341.062466356,113341.062466356,226682.124932712,225832.124932712
30334,48550.28148835087,48834.2814883509,48550.2814883509,97100.5629767017,24275.1407441754,97668.5629767017
30335,333.95266002099993,589.952660021,667.905320042,1335.810640084,333.952660021,1179.905320042
30336,13374.308858608158,13476.3088586082,13374.3088586082,13374.3088586082,13374.3088586082,26952.6177172163
30337,2186.620455055,2327.620455055,2186.620455055,2186.620455055,4373.24091011,4655.24091011
30338,12145.460643524042,12511.460643524,12145.460643524,12145.460643524,24290.9212870481,12511.460643524
30339,11790.530053088782,11654.5300530888,23581.0601061776,47162.1202123551,5895.2650265444,11654.5300530888
30340,9804.344018403594,10056.3440184036,9804.3440184036,19608.6880368072,4902.1720092018,10056.3440184036
30341,100537.07241365143,100473.072413651,201074.144827303,201074.144827303,201074.144827303,100473.072413651
30342,12643.14892514395,12632.148925144,12643.148925144,25286.2978502879,12643.148925144,12632.148925144
30343,5246.428180135646,5304.4281801357,10492.8563602713,10492.8563602713,5246.4281801357,5304.4281801357
30344,242603.05182973266,242689.051829733,485206.103659465,970412.207318931,121301.525914866,242689.051829733
30345,2768.8232283269085,2716.8232283269,5537.6464566538,11075.2929133076,1384.4116141635,2716.8232283269
30346,20498.35274469654,20482.3527446965,20498.3527446965,20498.3527446965,20498.3527446965,40964.7054893931
30347,79419.72743363863,79458.7274336386,158839.454867277,317678.909734555,79419.7274336386,79458.7274336386
30348,39192.90031523401,39276.900315234,39192.900315234,78385.800630468,39192.900315234,39276.900315234
30349,7997.262962066296,7506.2629620663,15994.5259241326,15994.5259241326,7997.2629620663,15012.5259241326
30350,19080.263865187797,19039.2638651878,38160.5277303756,76321.0554607512,9540.1319325939,38078.5277303756
30351,51181.13545039775,51261.1354503978,51181.1354503978,102362.270900796,25590.5677251989,102522.270900796
30352,15418.141910230699,15252.1419102307,15418.1419102307,15418.1419102307,30836.2838204614,30504.2838204614
30353,1473.906691425,1567.906691425,1473.906691425,1473.906691425,2947.81338285,3135.81338285
30354,3677.1316153865164,3928.1316153865,3677.1316153865,7354.263230773,1838.5658076933,3928.1316153865
30355,4296.819852296,4743.819852296,4296.819852296,8593.639704592,4296.819852296,4743.819852296
30356,49503.14815038481,49640.1481503848,49503.1481503848,49503.1481503848,49503.1481503848,99280.2963007696
34001,8325.62357630452,8782.6235763045,8325.6235763045,8325.6235763045,8325.6235763045,17565.247152609
34002,4531.112765569,4115.112765569,9062.225531138,9062.225531138,4531.112765569,8230.225531138
34003,166253.33404542046,165917.33404542,166253.33404542,332506.668090841,83126.6670227102,165917.33404542
34004,3143.6962377323207,2997.6962377323,3143.6962377323,3143.6962377323,3143.6962377323,5995.3924754647
34005,775.3271123123876,346.3271123124,1550.6542246248,3101.3084492496,387.6635561562,692.6542246248
34006,4659.316281824359,4196.3162818244,9318.6325636487,18637.2651272974,4659.3162818244,8392.6325636487
34007,8130.257694687093,8496.2576946871,8130.2576946871,8130.2576946871,8130.2576946871,16992.5153893742
34008,1428.5020095639998,1075.502009564,1428.502009564,1428.502009564,1428.502009564,2151.004019128
34009,8986.482301205791,9308.4823012058,8986.4823012058,8986.4823012058,17972.9646024116,9308.4823012058
34010,26200.082628355103,26322.0826283551,26200.0826283551,26200.0826283551,52400.1652567102,26322.0826283551
34011,779.713320692194,1029.7133206922,779.7133206922,779.7133206922,779.7133206922,1029.7133206922
34012,3600.4417856866326,3562.4417856866,3600.4417856866,7200.8835713733,1800.2208928433,7124.8835713733
34013,75563.67030585848,75550.6703058585,151127.340611717,151127.340611717,151127.340611717,151101.340611717
34014,27986.151858632224,27599.1518586322,55972.3037172645,111944.607434529,27986.1518586322,55198.3037172645
34015,1653.587942529,1367.587942529,3307.175885058,6614.351770116,1653.587942529,1367.587942529
34016,17441.060209122094,17865.0602091221,34882.1204182442,69764.2408364884,8720.5301045611,35730.1204182442
34017,6217.014033781879,6320.0140337819,12434.0280675638,24868.0561351275,6217.0140337819,6320.0140337819
34018,8110.305532892599,8382.3055328926,16220.6110657852,32441.2221315704,4055.1527664463,8382.3055328926
34019,8841.962576045798,8850.9625760458,8841.9625760458,8841.9625760458,17683.9251520916,8850.9625760458
34020,4112.471841073176,3662.4718410732,4112.4718410732,8224.9436821464,4112.4718410732,3662.4718410732
34021,12214.978138546627,11970.9781385466,12214.9781385466,12214.9781385466,24429.9562770933,23941.9562770933
34022,220581.58838160775,220129.588381608,220581.588381608,441163.176763216,220581.588381608,220129.588381608
34023,37136.74470478039,37270.7447047804,74273.4894095608,74273.4894095608,74273.4894095608,74541.4894095608
34024,33180.22527859503,32946.225278595,66360.4505571901,66360.4505571901,66360.4505571901,65892.4505571901
34025,7890.531531499684,7897.5315314997,7890.5315314997,15781.0630629994,7890.5315314997,15795.0630629994
34026,2732.469292678317,2446.4692926783,5464.9385853566,5464.9385853566,2732.4692926783,4892.9385853566
34027,5315.175597832304,5415.1755978323,10630.3511956646,10630.3511956646,10630.3511956646,5415.1755978323
34028,31906.485570730907,31507.4855707309,31906.4855707309,63812.9711414618,31906.4855707309,63014.9711414618
34029,2241.883352758902,2706.8833527589,4483.7667055178,4483.7667055178,2241.8833527589,5413.7667055178
34030,2637.040589826,2684.040589826,5274.081179652,5274.081179652,2637.040589826,5368.081179652
34031,299776.5764546507,300015.576454651,599553.152909301,1199106.3058186,299776.576454651,600031.152909302
34032,912823.1144592385,913244.114459238,912823.114459239,912823.114459239,1825646.22891848,913244.114459238
34033,23206.16884629413,23337.1688462941,23206.1688462941,46412.3376925883,11603.0844231471,23337.1688462941
34034,928.7045854026001,1331.7045854026,928.7045854026,1857.4091708052,928.7045854026,2663.4091708052
34035,33827.26316110244,33602.2631611024,33827.2631611024,33827.2631611024,67654.5263222049,33602.2631611024
34036,97514.6780970815,97717.6780970815,97514.6780970815,97514.6780970815,195029.356194163,195435.356194163
34037,14902.364894773458,15343.3648947735,29804.7297895469,59609.4595790938,14902.3648947735,15343.3648947735
34038,9131.000742169203,8772.0007421692,18262.0014843384,36524.0029686768,9131.0007421692,17544.0014843384
34039,15593.908121237975,15944.908121238,15593.908121238,31187.816242476,15593.908121238,31889.8162424759
34040,686.0083990310001,949.008399031,1372.016798062,1372.016798062,686.008399031,949.008399031
34041,4769.9098371466835,5032.9098371467,4769.9098371467,9539.8196742934,4769.9098371467,5032.9098371467
34042,20245.903331998623,20345.9033319986,20245.9033319986,20245.9033319986,20245.9033319986,40691.8066639973
34043,1496.695941338761,1221.6959413388,1496.6959413388,2993.3918826775,1496.6959413388,1221.6959413388
34044,12799.17009462207,12549.1700946221,25598.3401892441,51196.6803784883,6399.585047311,25098.3401892441
34045,5148.421765678939,5362.4217656789,5148.4217656789,5148.4217656789,5148.4217656789,10724.8435313579
34046,3470.331037354,3409.331037354,6940.662074708,13881.324149416,1735.165518677,3409.331037354
34047,4955.927168320276,4628.9271683203,4955.9271683203,4955.9271683203,9911.8543366406,9257.8543366406
34048,1866.560045387241,1682.5600453872,3733.1200907745,7466.240181549,933.2800226936,3365.1200907745
34049,378.404531412,89.404531412,756.809062824,756.809062824,756.809062824,178.809062824
34050,19452.725771148267,19635.7257711483,38905.4515422965,77810.9030845931,19452.7257711483,39271.4515422965
34051,28784.92424587867,28650.9242458787,28784.9242458787,28784.9242458787,28784.9242458787,28650.9242458787
34052,48633.765410908345,48601.7654109083,97267.5308218167,97267.5308218167,48633.7654109084,97203.5308218167
34053,4892.77668520459,5124.7766852046,9785.5533704092,19571.1067408184,2446.3883426023,10249.5533704092
34054,2942.060146785051,2442.0601467851,2942.0601467851,5884.1202935701,1471.0300733925,2442.0601467851
34055,7671.96928587141,7361.9692858714,7671.9692858714,15343.9385717428,7671.9692858714,7361.9692858714
34056,7971.137631978842,8083.1376319789,15942.2752639577,15942.2752639577,7971.1376319789,16166.2752639577
34057,157112.78926155335,157255.789261553,157112.789261553,157112.789261553,157112.789261553,314511.578523107
34058,69178.28889628955,69477.2888962896,138356.577792579,138356.577792579,138356.577792579,69477.2888962896
34059,7892.180216473619,7409.1802164736,7892.1802164736,7892.1802164736,15784.3604329472,14818.3604329472
34060,11590.542337890767,11341.5423378908,23181.0846757815,23181.0846757815,23181.0846757815,22683.0846757815
34061,8154.898413613256,7695.8984136133,16309.7968272265,16309.7968272265,16309.7968272265,7695.8984136133
34062,3476.9550520261528,3376.9550520262,3476.9550520262,3476.9550520262,6953.9101040523,3376.9550520262
34063,17875.9430235256,17568.9430235256,17875.9430235256,17875.9430235256,17875.9430235256,17568.9430235256
34064,68058.78465702507,68237.7846570251,68058.7846570251,68058.7846570251,68058.7846570251,136475.56931405
34065,4806.454736788619,4641.4547367886,4806.4547367886,9612.9094735772,4806.4547367886,9282.9094735772
34066,1306.218774675927,1737.2187746759,1306.2187746759,2612.4375493519,653.109387338,1737.2187746759
34067,4594.239070709836,4531.2390707098,4594.2390707098,9188.4781414197,2297.1195353549,9062.4781414197
34068,3215.7568671766794,3233.7568671767,3215.7568671767,3215.7568671767,3215.7568671767,3233.7568671767
34069,30695.32714128651,30321.3271412865,30695.3271412865,30695.3271412865,61390.654282573,30321.3271412865
