commune,emi.pol2012.nox[0],emi.pol2012.nox[1],emi.pol2012.nox[2],emi.pol2012.nox[3],emi.pol2012.nox[4],emi.pol2012.nox[5],emi.pol2010.nox[0],emi.pol2010.nox[1],emi.pol2010.nox[2],emi.pol2010.nox[3],emi.pol2010.nox[4],emi.pol2010.nox[5]
34057,157112.78926155335,156841.789261553,314225.578523107,628451.157046213,157112.789261553,156841.789261553,157112.78926155335,157448.789261553,157112.789261553,157112.789261553,157112.789261553,157448.789261553
34058,69178.28889628955,69028.2888962896,138356.577792579,138356.577792579,138356.577792579,138056.577792579,69178.28889628955,69628.2888962896,69178.2888962896,69178.2888962896,138356.577792579,69628.2888962896
34059,7892.180216473619,7916.1802164736,15784.3604329472,31568.7208658945,7892.1802164736,7916.1802164736,7892.180216473619,7760.1802164736,15784.3604329472,15784.3604329472,15784.3604329472,7760.1802164736
34060,11590.542337890767,11926.5423378908,23181.0846757815,46362.1693515631,11590.5423378908,23853.0846757815,11590.542337890767,12031.5423378908,11590.5423378908,23181.0846757815,11590.5423378908,24063.0846757815
34061,8154.898413613256,8125.8984136133,8154.8984136133,8154.8984136133,8154.8984136133,8125.8984136133,8154.898413613256,8325.8984136133,8154.8984136133,8154.8984136133,16309.7968272265,8325.8984136133
34062,3476.9550520261528,3229.9550520262,3476.9550520262,6953.9101040523,1738.4775260131,3229.9550520262,3476.9550520261528,2994.9550520262,6953.9101040523,13907.8202081046,1738.4775260131,2994.9550520262
34063,17875.9430235256,18341.9430235256,35751.8860470512,35751.8860470512,17875.9430235256,18341.9430235256,17875.9430235256,17905.9430235256,17875.9430235256,17875.9430235256,35751.8860470512,35811.8860470512
34064,68058.78465702507,68408.7846570251,136117.56931405,136117.56931405,136117.56931405,136817.56931405,68058.78465702507,68242.7846570251,136117.56931405,272235.1386281,34029.3923285125,68242.7846570251
34065,4806.454736788619,4728.4547367886,9612.9094735772,19225.8189471545,2403.2273683943,9456.9094735772,4806.454736788619,5146.4547367886,9612.9094735772,9612.9094735772,4806.4547367886,5146.4547367886
34066,1306.218774675927,1602.2187746759,2612.4375493519,5224.8750987037,1306.2187746759,3204.4375493519,1306.218774675927,1452.2187746759,2612.4375493519,5224.8750987037,653.109387338,2904.4375493519
34067,4594.239070709836,4935.2390707098,4594.2390707098,9188.4781414197,4594.2390707098,9870.4781414197,4594.239070709836,4514.2390707098,9188.4781414197,9188.4781414197,4594.2390707098,9028.4781414197
34068,3215.7568671766794,2728.7568671767,6431.5137343534,6431.5137343534,3215.7568671767,2728.7568671767,3215.7568671766794,3394.7568671767,6431.5137343534,6431.5137343534,6431.5137343534,6789.5137343534
34069,30695.32714128651,30456.3271412865,30695.3271412865,61390.654282573,30695.3271412865,30456.3271412865,30695.32714128651,30259.3271412865,61390.654282573,61390.654282573,30695.3271412865,30259.3271412865
34070,19430.598155185715,19731.5981551857,19430.5981551857,38861.1963103714,9715.2990775929,39463.1963103714,19430.598155185715,19608.5981551857,19430.5981551857,38861.1963103714,19430.5981551857,39217.1963103714
34071,3917.6363678761904,4029.6363678762,7835.2727357524,15670.5454715048,1958.8181839381,4029.6363678762,3917.6363678761904,4209.6363678762,7835.2727357524,15670.5454715048,3917.6363678762,4209.6363678762
34072,2132.4556723736173,2308.4556723736,2132.4556723736,2132.4556723736,2132.4556723736,2308.4556723736,2132.4556723736173,2161.4556723736,2132.4556723736,2132.4556723736,2132.4556723736,2161.4556723736
34073,56641.591714375245,56340.5917143752,56641.5917143752,56641.5917143752,56641.5917143752,112681.18342875,56641.591714375245,57051.5917143753,113283.183428751,113283.183428751,113283.183428751,114103.183428751
34074,20974.4138832527,21182.4138832527,20974.4138832527,41948.8277665054,20974.4138832527,21182.4138832527,20974.4138832527,21218.4138832527,41948.8277665054,83897.6555330108,10487.2069416264,42436.8277665054
34075,5142.325125631239,4712.3251256312,10284.6502512625,20569.300502525,5142.3251256312,4712.3251256312,5142.325125631239,5447.3251256312,10284.6502512625,10284.6502512625,5142.3251256312,10894.6502512625
34076,48875.12879291013,49304.1287929101,97750.2575858203,97750.2575858203,48875.1287929101,98608.2575858203,48875.12879291013,48957.1287929101,97750.2575858203,195500.515171641,24437.5643964551,48957.1287929101
34077,69607.8582498254,69574.8582498254,139215.716499651,139215.716499651,139215.716499651,139149.716499651,69607.8582498254,70008.8582498254,69607.8582498254,69607.8582498254,139215.716499651,140017.716499651
34078,13925.969046515362,13642.9690465154,27851.9380930307,27851.9380930307,13925.9690465154,27285.9380930307,13925.969046515362,14015.9690465154,27851.9380930307,55703.8761860614,13925.9690465154,28031.9380930307
34079,118419.61140215222,118265.611402152,118419.611402152,236839.222804304,59209.8057010761,118265.611402152,118419.61140215222,118265.611402152,118419.611402152,118419.611402152,118419.611402152,118265.611402152
34080,3452.433928303087,3129.4339283031,6904.8678566062,6904.8678566062,6904.8678566062,6258.8678566062,3452.433928303087,3747.4339283031,6904.8678566062,13809.7357132124,3452.4339283031,3747.4339283031
34081,27109.254052602628,26856.2540526026,27109.2540526026,54218.5081052053,13554.6270263013,53712.5081052053,27109.254052602628,27458.2540526026,54218.5081052053,108437.016210411,13554.6270263013,27458.2540526026
34082,9924.144138377882,10401.1441383779,19848.2882767558,19848.2882767558,9924.1441383779,10401.1441383779,9924.144138377882,9748.1441383779,19848.2882767558,19848.2882767558,9924.1441383779,19496.2882767558
34083,507.7429645699044,366.7429645699,1015.4859291398,2030.9718582796,507.7429645699,366.7429645699,507.7429645699044,792.7429645699,1015.4859291398,1015.4859291398,1015.4859291398,1585.4859291398
34084,17472.389904174626,17429.3899041746,17472.3899041746,34944.7798083492,8736.1949520873,17429.3899041746,17472.389904174626,17714.3899041746,34944.7798083492,34944.7798083492,34944.7798083492,35428.7798083492
34085,3330.3477409347297,2992.3477409347,3330.3477409347,6660.6954818695,3330.3477409347,5984.6954818695,3330.3477409347297,3052.3477409347,6660.6954818695,6660.6954818695,3330.3477409347,3052.3477409347
34086,17178.839862479625,16810.8398624796,34357.6797249592,68715.3594499185,8589.4199312398,16810.8398624796,17178.839862479625,16779.8398624796,34357.6797249592,34357.6797249592,17178.8398624796,16779.8398624796
34087,18880.866845946097,19286.8668459461,37761.7336918922,37761.7336918922,18880.8668459461,38573.7336918922,18880.866845946097,18900.8668459461,18880.8668459461,37761.7336918922,9440.4334229731,37801.7336918922
34088,34716.656629325895,34608.6566293259,69433.3132586518,138866.626517304,34716.6566293259,34608.6566293259,34716.656629325895,34273.6566293259,69433.3132586518,69433.3132586518,69433.3132586518,68547.3132586518
34089,2876.3369508429996,2858.336950843,5752.673901686,5752.673901686,5752.673901686,2858.336950843,2876.3369508429996,2426.336950843,2876.336950843,2876.336950843,2876.336950843,2426.336950843
34090,59324.225505652066,59253.2255056521,118648.451011304,118648.451011304,118648.451011304,59253.2255056521,59324.225505652066,59713.2255056521,118648.451011304,118648.451011304,59324.2255056521,119426.451011304
34091,1712.913198947472,1439.9131989475,1712.9131989475,3425.826397895,856.4565994737,2879.826397895,1712.913198947472,2210.9131989475,3425.826397895,6851.6527957899,856.4565994737,2210.9131989475
34092,17100.91986262884,17554.9198626288,34201.8397252577,34201.8397252577,17100.9198626288,17554.9198626288,17100.91986262884,17321.9198626288,17100.9198626288,34201.8397252577,17100.9198626288,34643.8397252577
34093,2023.5521945589999,2206.552194559,4047.104389118,8094.208778236,1011.7760972795,4413.104389118,2023.5521945589999,2430.552194559,4047.104389118,4047.104389118,4047.104389118,2430.552194559
34094,6256.124511138413,5948.1245111384,12512.2490222768,25024.4980445537,6256.1245111384,5948.1245111384,6256.124511138413,6284.1245111384,6256.1245111384,6256.1245111384,6256.1245111384,6284.1245111384
34095,430108.21756738675,430411.217567387,860216.435134774,860216.435134774,430108.217567387,860822.435134774,430108.21756738675,430013.217567387,430108.217567387,430108.217567387,860216.435134774,430013.217567387
34096,23965.431059891518,23569.4310598915,23965.4310598915,23965.4310598915,47930.862119783,47138.862119783,23965.431059891518,24211.4310598915,23965.4310598915,47930.862119783,11982.7155299458,48422.862119783
34097,3479.866457898531,3968.8664578985,6959.7329157971,13919.4658315941,1739.9332289493,7937.7329157971,3479.866457898531,3153.8664578985,3479.8664578985,3479.8664578985,3479.8664578985,6307.7329157971
34098,3708.522032030566,3851.5220320306,3708.5220320306,3708.5220320306,7417.0440640611,7703.0440640611,3708.522032030566,4034.5220320306,7417.0440640611,7417.0440640611,7417.0440640611,8069.0440640611
34099,5614.048816856739,5231.0488168567,11228.0976337135,22456.195267427,5614.0488168567,10462.0976337135,5614.048816856739,5539.0488168567,5614.0488168567,11228.0976337135,2807.0244084284,5539.0488168567
34100,6378.070268321114,6127.0702683211,12756.1405366422,12756.1405366422,6378.0702683211,6127.0702683211,6378.070268321114,6116.0702683211,12756.1405366422,25512.2810732845,6378.0702683211,12232.1405366422
34101,256870.73906576916,256813.739065769,256870.739065769,513741.478131538,256870.739065769,513627.478131538,256870.73906576916,256874.739065769,256870.739065769,513741.478131538,256870.739065769,256874.739065769
34102,2260.698353005427,2490.6983530054,4521.3967060109,9042.7934120217,2260.6983530054,2490.6983530054,2260.698353005427,1977.6983530054,2260.6983530054,2260.6983530054,4521.3967060109,3955.3967060109
34103,7003.412724962,7428.412724962,7003.412724962,14006.825449924,7003.412724962,7428.412724962,7003.412724962,7271.412724962,7003.412724962,14006.825449924,7003.412724962,7271.412724962
34104,1075.738662784,1218.738662784,1075.738662784,1075.738662784,1075.738662784,1218.738662784,1075.738662784,988.738662784,1075.738662784,2151.477325568,537.869331392,988.738662784
34105,1826.9103092590003,1764.910309259,3653.820618518,7307.641237036,913.4551546295,3529.820618518,1826.9103092590003,2287.910309259,1826.910309259,1826.910309259,1826.910309259,2287.910309259
34106,6867.731510683449,7362.7315106835,13735.4630213669,13735.4630213669,6867.7315106835,14725.4630213669,6867.731510683449,6939.7315106835,13735.4630213669,27470.9260427338,6867.7315106835,13879.4630213669
34107,6146.625431822053,6217.6254318221,6146.6254318221,6146.6254318221,6146.6254318221,6217.6254318221,6146.625431822053,6642.6254318221,12293.2508636441,12293.2508636441,6146.6254318221,6642.6254318221
34108,150402.1209089861,150807.120908986,150402.120908986,300804.241817972,75201.0604544931,301614.241817972,150402.1209089861,150764.120908986,150402.120908986,150402.120908986,300804.241817972,301528.241817972
34109,9816.050064563617,9527.0500645636,19632.1001291272,39264.2002582545,4908.0250322818,19054.1001291272,9816.050064563617,9477.0500645636,19632.1001291272,39264.2002582545,9816.0500645636,18954.1001291272
34110,4418.151476599933,4836.1514765999,8836.3029531999,17672.6059063997,4418.1514765999,4836.1514765999,4418.151476599933,4259.1514765999,4418.1514765999,8836.3029531999,4418.1514765999,4259.1514765999
34111,28261.548057008895,27843.5480570089,28261.5480570089,28261.5480570089,56523.0961140178,27843.5480570089,28261.548057008895,28417.5480570089,56523.0961140178,56523.0961140178,56523.0961140178,28417.5480570089
34112,1322.78915428,1281.78915428,1322.78915428,2645.57830856,661.39457714,1281.78915428,1322.78915428,832.78915428,1322.78915428,1322.78915428,2645.57830856,1665.57830856
34113,232216.3688482456,232611.368848246,232216.368848246,464432.737696491,232216.368848246,232611.368848246,232216.3688482456,232382.368848246,464432.737696491,928865.475392982,232216.368848246,464764.737696491
34114,109792.56357595882,109733.563575959,109792.563575959,219585.127151918,109792.563575959,109733.563575959,109792.56357595882,109732.563575959,219585.127151918,219585.127151918,109792.563575959,219465.127151918
34115,6262.680294921918,6678.6802949219,6262.6802949219,6262.6802949219,12525.3605898438,6678.6802949219,6262.680294921918,6514.6802949219,6262.6802949219,12525.3605898438,6262.6802949219,13029.3605898438
34116,59473.63030186328,59029.6303018633,59473.6303018633,118947.260603727,59473.6303018633,59029.6303018633,59473.63030186328,59861.6303018633,59473.6303018633,59473.6303018633,59473.6303018633,59861.6303018633
34117,992.8671324940001,1065.867132494,1985.734264988,3971.468529976,496.433566247,2131.734264988,992.8671324940001,1034.867132494,1985.734264988,1985.734264988,992.867132494,2069.734264988
34118,7297.2803277382045,7618.2803277382,7297.2803277382,7297.2803277382,7297.2803277382,7618.2803277382,7297.2803277382045,7069.2803277382,7297.2803277382,14594.5606554764,7297.2803277382,14138.5606554764
34119,16536.247641649057,16484.2476416491,16536.2476416491,16536.2476416491,16536.2476416491,32968.4952832981,16536.247641649057,16981.2476416491,16536.2476416491,33072.4952832981,16536.2476416491,33962.4952832981
34120,30709.349184264865,30264.3491842649,61418.6983685297,122837.396737059,15354.6745921324,60528.6983685297,30709.349184264865,30801.3491842649,61418.6983685297,122837.396737059,30709.3491842649,30801.3491842649
34121,2520.638990692338,2270.6389906923,5041.2779813847,5041.2779813847,2520.6389906923,4541.2779813847,2520.638990692338,2180.6389906923,2520.6389906923,5041.2779813847,1260.3194953462,4361.2779813847
34122,1663.557155732,1839.557155732,1663.557155732,3327.114311464,831.778577866,3679.114311464,1663.557155732,2106.557155732,1663.557155732,1663.557155732,1663.557155732,2106.557155732
34123,64839.77786418815,64347.7778641882,64839.7778641882,64839.7778641882,64839.7778641882,64347.7778641882,64839.77786418815,64652.7778641882,129679.555728376,129679.555728376,64839.7778641882,64652.7778641882
34124,6465.192810815279,6898.1928108153,12930.3856216306,12930.3856216306,6465.1928108153,6898.1928108153,6465.192810815279,6031.1928108153,12930.3856216306,25860.7712432611,6465.1928108153,6031.1928108153
34125,3200.623788686636,3569.6237886866,3200.6237886866,6401.2475773733,3200.6237886866,7139.2475773733,3200.623788686636,3170.6237886866,3200.6237886866,6401.2475773733,1600.3118943433,3170.6237886866
34126,9914.730727517619,10225.7307275176,9914.7307275176,19829.4614550352,9914.7307275176,20451.4614550352,9914.730727517619,10132.7307275176,9914.7307275176,19829.4614550352,4957.3653637588,10132.7307275176
34127,22856.563503823356,22393.5635038234,22856.5635038234,45713.1270076467,22856.5635038234,44787.1270076467,22856.563503823356,23169.5635038234,22856.5635038234,22856.5635038234,45713.1270076467,46339.1270076467
34128,8940.450199868574,9297.4501998686,17880.9003997371,17880.9003997371,8940.4501998686,18594.9003997371,8940.450199868574,9084.4501998686,17880.9003997371,35761.8007994743,8940.4501998686,9084.4501998686
34129,289382.41456359165,289336.414563592,289382.414563592,289382.414563592,289382.414563592,578672.829127183,289382.41456359165,289426.414563592,578764.829127183,1157529.65825437,144691.207281796,578852.829127183
34130,18919.711523962218,18573.7115239622,18919.7115239622,37839.4230479244,9459.8557619811,18573.7115239622,18919.711523962218,18657.7115239622,18919.7115239622,37839.4230479244,18919.7115239622,18657.7115239622
34131,2100.5811577197387,1706.5811577197,2100.5811577197,2100.5811577197,4201.1623154395,3413.1623154395,2100.5811577197387,2482.5811577197,2100.5811577197,4201.1623154395,1050.2905788599,4965.1623154395
34132,1543.7407229979056,1941.7407229979,3087.4814459958,3087.4814459958,1543.7407229979,1941.7407229979,1543.7407229979056,1090.7407229979,3087.4814459958,6174.9628919916,1543.7407229979,1090.7407229979
34133,1569.045825543,1954.045825543,3138.091651086,3138.091651086,1569.045825543,3908.091651086,1569.045825543,1524.045825543,3138.091651086,3138.091651086,1569.045825543,3048.091651086
34134,27872.48573703485,27402.4857370348,55744.9714740697,55744.9714740697,27872.4857370348,27402.4857370348,27872.48573703485,28021.4857370348,27872.4857370348,27872.4857370348,27872.4857370348,28021.4857370348
34135,258334.83909869383,258374.839098694,516669.678197388,516669.678197388,516669.678197388,258374.839098694,258334.83909869383,258294.839098694,516669.678197388,1033339.35639478,129167.419549347,258294.839098694
34136,39572.44434250606,39395.4443425061,39572.4443425061,79144.8886850121,39572.4443425061,39395.4443425061,39572.44434250606,39487.4443425061,79144.8886850121,79144.8886850121,79144.8886850121,39487.4443425061
34137,1501.1784324750001,1026.178432475,3002.35686495,6004.7137299,1501.178432475,1026.178432475,1501.1784324750001,1221.178432475,1501.178432475,1501.178432475,3002.35686495,2442.35686495
34138,859.0083119478688,470.0083119479,859.0083119479,1718.0166238957,859.0083119479,940.0166238957,859.0083119478688,815.0083119479,1718.0166238957,1718.0166238957,859.0083119479,1630.0166238957
34139,24327.64357152436,24055.6435715244,48655.2871430487,97310.5742860975,24327.6435715244,48111.2871430487,24327.64357152436,24104.6435715244,48655.2871430487,97310.5742860975,12163.8217857622,24104.6435715244
34140,6244.935230985445,5981.9352309855,6244.9352309855,6244.9352309855,12489.8704619709,11963.8704619709,6244.935230985445,6126.9352309855,12489.8704619709,24979.7409239418,6244.9352309855,12253.8704619709
34141,7535.299868625948,7063.299868626,15070.5997372519,30141.1994745038,3767.649934313,14126.5997372519,7535.299868625948,7832.299868626,15070.5997372519,30141.1994745038,7535.299868626,15664.5997372519
34142,117628.19646253325,117438.196462533,117628.196462533,235256.392925066,117628.196462533,117438.196462533,117628.19646253325,118061.196462533,235256.392925066,470512.785850133,117628.196462533,118061.196462533
34143,197821.39183579464,198017.391835795,197821.391835795,395642.783671589,98910.6959178973,396034.783671589,197821.39183579464,197713.391835795,197821.391835795,197821.391835795,197821.391835795,197713.391835795
34144,7566.352787562337,7989.3527875623,15132.7055751247,15132.7055751247,7566.3527875623,7989.3527875623,7566.352787562337,7528.3527875623,7566.3527875623,15132.7055751247,7566.3527875623,15056.7055751247
34145,150396.3329312746,150648.332931275,150396.332931275,150396.332931275,300792.665862549,150648.332931275,150396.3329312746,150269.332931275,300792.665862549,300792.665862549,150396.332931275,150269.332931275
34146,290264.8342089489,290376.834208949,290264.834208949,290264.834208949,580529.668417898,290376.834208949,290264.8342089489,289908.834208949,580529.668417898,1161059.3368358,290264.834208949,289908.834208949
34147,25014.84520394785,25494.8452039479,25014.8452039478,25014.8452039478,50029.6904078957,50989.6904078957,25014.84520394785,24864.8452039478,50029.6904078957,50029.6904078957,25014.8452039478,24864.8452039478
34148,28281.408361008085,28105.4083610081,56562.8167220162,56562.8167220162,56562.8167220162,28105.4083610081,28281.408361008085,28696.4083610081,28281.4083610081,56562.8167220162,28281.4083610081,28696.4083610081
34149,2178.9784860830578,2111.9784860831,2178.9784860831,4357.9569721661,2178.9784860831,4223.9569721661,2178.9784860830578,2094.9784860831,2178.9784860831,2178.9784860831,4357.9569721661,2094.9784860831
34150,50797.90843993723,50724.9084399372,50797.9084399372,50797.9084399372,50797.9084399372,50724.9084399372,50797.90843993723,50591.9084399372,50797.9084399372,101595.816879874,50797.9084399372,50591.9084399372
34151,64553.85176686051,64433.8517668605,129107.703533721,258215.407067442,64553.8517668605,64433.8517668605,64553.85176686051,64559.8517668605,129107.703533721,129107.703533721,64553.8517668605,64559.8517668605
34152,6755.891616911667,6938.8916169117,6755.8916169117,6755.8916169117,6755.8916169117,6938.8916169117,6755.891616911667,6831.8916169117,6755.8916169117,6755.8916169117,6755.8916169117,13663.7832338233
34153,33028.781163680556,32631.7811636806,66057.5623273611,66057.5623273611,33028.7811636806,32631.7811636806,33028.781163680556,32764.7811636806,33028.7811636806,66057.5623273611,16514.3905818403,32764.7811636806
34154,360904.7046554014,360792.704655401,360904.704655401,360904.704655401,360904.704655401,360792.704655401,360904.7046554014,361223.704655401,721809.409310803,1443618.81862161,360904.704655401,722447.409310803
34155,18305.79775569925,18420.7977556992,18305.7977556993,18305.7977556993,18305.7977556993,18420.7977556992,18305.79775569925,18448.7977556992,18305.7977556993,36611.5955113985,18305.7977556993,36897.5955113985
34156,398.95943816999994,870.95943817,797.91887634,1595.83775268,199.479719085,1741.91887634,398.95943816999994,605.95943817,797.91887634,1595.83775268,398.95943817,1211.91887634
34157,346556.1771485844,346255.177148584,346556.177148584,346556.177148584,693112.354297169,346255.177148584,346556.1771485844,346593.177148584,693112.354297169,693112.354297169,346556.177148584,346593.177148584
34158,4531.7649804819675,4683.764980482,4531.764980482,4531.764980482,4531.764980482,4683.764980482,4531.7649804819675,4487.764980482,9063.5299609639,9063.5299609639,4531.764980482,4487.764980482
34159,30185.761604228937,30514.7616042289,60371.5232084579,120743.046416916,30185.7616042289,61029.5232084579,30185.761604228937,30035.7616042289,30185.7616042289,60371.5232084579,15092.8808021145,60071.5232084579
34160,5096.981167659204,5249.9811676592,10193.9623353184,10193.9623353184,5096.9811676592,5249.9811676592,5096.981167659204,4676.9811676592,10193.9623353184,10193.9623353184,5096.9811676592,9353.9623353184
34161,26919.210371050427,27226.2103710504,26919.2103710504,53838.4207421009,13459.6051855252,54452.4207421009,26919.210371050427,27113.2103710504,26919.2103710504,26919.2103710504,26919.2103710504,54226.4207421009
34162,59566.04306523092,60001.0430652309,59566.0430652309,59566.0430652309,59566.0430652309,120002.086130462,59566.04306523092,59297.0430652309,119132.086130462,119132.086130462,119132.086130462,118594.086130462
34163,55861.49978866565,55912.4997886657,55861.4997886656,55861.4997886656,111722.999577331,55912.4997886657,55861.49978866565,55489.4997886657,111722.999577331,111722.999577331,55861.4997886656,55489.4997886657
34164,5528.903050310394,5720.9030503104,5528.9030503104,11057.8061006208,5528.9030503104,5720.9030503104,5528.903050310394,5177.9030503104,11057.8061006208,11057.8061006208,11057.8061006208,5177.9030503104
34165,16834.66486710426,17300.6648671043,33669.3297342085,67338.659468417,16834.6648671043,34601.3297342085,16834.66486710426,17215.6648671043,33669.3297342085,67338.659468417,16834.6648671043,34431.3297342085
34166,203738.11021668144,203328.110216681,203738.110216681,407476.220433363,101869.055108341,406656.220433363,203738.11021668144,203826.110216681,203738.110216681,407476.220433363,101869.055108341,407652.220433363
34167,3688.3033842988734,3203.3033842989,3688.3033842989,7376.6067685978,1844.1516921494,6406.6067685978,3688.3033842988734,3753.3033842989,3688.3033842989,7376.6067685978,1844.1516921494,7506.6067685978
34168,1194.692840021,1685.692840021,1194.692840021,1194.692840021,1194.692840021,1685.692840021,1194.692840021,794.692840021,2389.385680042,4778.771360084,1194.692840021,794.692840021
34169,45128.80698155734,44830.8069815573,45128.8069815573,45128.8069815573,90257.6139631147,44830.8069815573,45128.80698155734,44672.8069815573,45128.8069815573,45128.8069815573,90257.6139631147,44672.8069815573
34170,2509.746332958,2252.746332958,2509.746332958,2509.746332958,2509.746332958,4505.492665916,2509.746332958,2851.746332958,2509.746332958,5019.492665916,2509.746332958,5703.492665916
34171,2347.0015398448377,2074.0015398448,4694.0030796897,9388.0061593794,2347.0015398448,4148.0030796897,2347.0015398448377,2330.0015398448,4694.0030796897,9388.0061593794,1173.5007699224,2330.0015398448
34172,1809411.7587480082,1809141.75874801,3618823.51749602,7237647.03499203,904705.879374004,1809141.75874801,1809411.7587480082,1809752.75874801,3618823.51749602,7237647.03499203,904705.879374004,1809752.75874801
34173,12072.312942463568,12125.3129424636,12072.3129424636,24144.6258849271,12072.3129424636,24250.6258849271,12072.312942463568,12347.3129424636,12072.3129424636,12072.3129424636,12072.3129424636,24694.6258849271
34174,22347.31926641496,22771.319266415,22347.319266415,44694.6385328299,11173.6596332075,45542.6385328299,22347.31926641496,22723.319266415,44694.6385328299,89389.2770656598,22347.319266415,22723.319266415
34175,7394.186859676604,7047.1868596766,14788.3737193532,14788.3737193532,7394.1868596766,14094.3737193532,7394.186859676604,7197.1868596766,7394.1868596766,14788.3737193532,3697.0934298383,7197.1868596766
34176,24869.253763161458,24673.2537631615,24869.2537631615,24869.2537631615,24869.2537631615,24673.2537631615,24869.253763161458,24516.2537631615,49738.5075263229,49738.5075263229,49738.5075263229,24516.2537631615
34177,1023.648797094,1058.648797094,2047.297594188,4094.595188376,1023.648797094,1058.648797094,1023.648797094,542.648797094,1023.648797094,1023.648797094,2047.297594188,1085.297594188
34178,24973.366098821407,24605.3660988214,24973.3660988214,24973.3660988214,24973.3660988214,49210.7321976428,24973.366098821407,25126.3660988214,24973.3660988214,49946.7321976428,12486.6830494107,25126.3660988214
34179,16900.298892315113,17029.2988923151,16900.2988923151,16900.2988923151,16900.2988923151,17029.2988923151,16900.298892315113,16462.2988923151,16900.2988923151,33800.5977846302,8450.1494461576,16462.2988923151
34180,18970.628273695263,19438.6282736953,37941.2565473905,37941.2565473905,37941.2565473905,19438.6282736953,18970.628273695263,18906.6282736953,18970.6282736953,37941.2565473905,18970.6282736953,37813.2565473905
34181,5889.235739345436,5949.2357393454,5889.2357393454,11778.4714786909,2944.6178696727,5949.2357393454,5889.235739345436,6337.2357393454,5889.2357393454,5889.2357393454,5889.2357393454,12674.4714786909
34182,6011.511486473646,5519.5114864737,12023.0229729473,12023.0229729473,12023.0229729473,11039.0229729473,6011.511486473646,6079.5114864737,12023.0229729473,12023.0229729473,12023.0229729473,12159.0229729473
34183,76640.35083640402,76791.350836404,76640.350836404,76640.350836404,153280.701672808,76791.350836404,76640.35083640402,76152.350836404,153280.701672808,306561.403345616,76640.350836404,152304.701672808
34184,19420.66896942237,19583.6689694224,19420.6689694224,19420.6689694224,19420.6689694224,19583.6689694224,19420.66896942237,19104.6689694224,38841.3379388447,38841.3379388447,19420.6689694224,38209.3379388447
34185,14749.094251882443,14645.0942518824,29498.1885037649,58996.3770075298,14749.0942518824,29290.1885037649,14749.094251882443,14636.0942518824,14749.0942518824,14749.0942518824,29498.1885037649,14636.0942518824
34186,3619.4470289137926,3385.4470289138,3619.4470289138,7238.8940578276,1809.7235144569,6770.8940578276,3619.4470289137926,3775.4470289138,3619.4470289138,7238.8940578276,3619.4470289138,3775.4470289138
34187,5204.88422771846,5339.8842277185,5204.8842277185,10409.7684554369,5204.8842277185,5339.8842277185,5204.88422771846,5595.8842277185,5204.8842277185,5204.8842277185,10409.7684554369,5595.8842277185
34188,976.4189898019906,1072.418989802,976.418989802,1952.837979604,488.209494901,1072.418989802,976.4189898019906,1401.418989802,976.418989802,976.418989802,1952.837979604,2802.837979604
34189,25977.694016465524,26396.6940164655,25977.6940164655,51955.3880329311,12988.8470082328,26396.6940164655,25977.694016465524,25589.6940164655,25977.6940164655,25977.6940164655,51955.3880329311,51179.388032931
34190,4576.586802598636,4539.5868025986,4576.5868025986,9153.1736051973,2288.2934012993,9079.1736051973,4576.586802598636,4316.5868025986,9153.1736051973,18306.3472103945,2288.2934012993,8633.1736051973
34191,2068.071091415,1816.071091415,4136.14218283,4136.14218283,4136.14218283,1816.071091415,2068.071091415,1573.071091415,4136.14218283,8272.28436566,1034.0355457075,3146.14218283
34192,52188.5060218683,52414.5060218683,104377.012043737,104377.012043737,104377.012043737,104829.012043737,52188.5060218683,52495.5060218683,52188.5060218683,52188.5060218683,52188.5060218683,52495.5060218683
34193,12479.02611395078,12376.0261139508,12479.0261139508,12479.0261139508,24958.0522279016,12376.0261139508,12479.02611395078,12451.0261139508,12479.0261139508,24958.0522279016,12479.0261139508,12451.0261139508
34194,66125.44293016667,66425.4429301667,66125.4429301667,66125.4429301667,66125.4429301667,132850.885860333,66125.44293016667,65758.4429301667,66125.4429301667,66125.4429301667,66125.4429301667,131516.885860333
34195,464.0725870748895,381.0725870749,928.1451741498,928.1451741498,464.0725870749,381.0725870749,464.0725870748895,920.0725870749,464.0725870749,928.1451741498,464.0725870749,1840.1451741498
34196,43573.5331987462,43435.5331987462,43573.5331987462,87147.0663974924,43573.5331987462,43435.5331987462,43573.5331987462,43425.5331987462,43573.5331987462,43573.5331987462,87147.0663974924,86851.0663974924
34197,3994.317092026,4384.317092026,3994.317092026,3994.317092026,3994.317092026,4384.317092026,3994.317092026,4216.317092026,7988.634184052,15977.268368104,3994.317092026,8432.634184052
34198,109007.25660265208,108939.256602652,109007.256602652,109007.256602652,218014.513205304,217878.513205304,109007.25660265208,109027.256602652,218014.513205304,436029.026410608,109007.256602652,109027.256602652
34199,157167.99113580663,157020.991135807,157167.991135807,157167.991135807,314335.982271613,157020.991135807,157167.99113580663,157120.991135807,314335.982271613,314335.982271613,314335.982271613,157120.991135807
34200,5790.016246120125,5381.0162461201,5790.0162461201,5790.0162461201,5790.0162461201,10762.0324922403,5790.016246120125,6056.0162461201,11580.0324922403,23160.0649844805,2895.0081230601,12112.0324922403
